Product Name,Category,Cost Price,Stock Level,Restock Date,Warehouse/Store ID
Product_7704,Sports,2595.03,322,2024-12-23,7
Product_7705,Clothing,2181.7,402,2024-02-21,10
Product_7706,Groceries,1023.38,245,2024-11-07,7
Product_7707,Clothing,4884.31,317,2024-03-11,17
Product_7708,Furniture,129.62,368,2024-09-12,23
Product_7709,Clothing,4631.95,151,2024-04-01,6
Product_7710,Furniture,4145.6,406,2024-01-16,2
Product_7711,Furniture,2133.47,447,2024-12-29,23
Product_7712,Furniture,1644.38,214,2024-12-05,1
Product_7713,Clothing,865.2,244,2024-05-07,3
Product_7714,Groceries,708.65,485,2024-06-21,12
Product_7715,Clothing,2777.05,455,2024-02-06,15
Product_7716,Groceries,571.86,215,2024-12-15,22
Product_7717,Groceries,2408.53,118,2024-08-13,12
Product_7718,Furniture,4082.82,368,2024-10-11,9
Product_7719,Clothing,3797.24,73,2024-06-18,8
Product_7720,Groceries,705.93,299,2024-07-20,24
Product_7721,Sports,4807.33,3,2024-04-03,10
Product_7722,Groceries,1466.54,332,2024-10-20,7
Product_7723,Sports,3543.17,283,2024-03-15,8
Product_7724,Clothing,1537.46,279,2024-06-04,15
Product_7725,Clothing,3106.26,116,2024-11-25,11
Product_7726,Clothing,2883.82,346,2024-10-08,21
Product_7727,Groceries,932.66,447,2024-06-05,17
Product_7728,Electronics,3280.17,383,2024-07-03,19
Product_7729,Groceries,1663.73,287,2024-02-05,22
Product_7730,Groceries,3075.19,169,2024-06-19,2
Product_7731,Furniture,2729.82,401,2024-08-19,4
Product_7732,Furniture,4221.13,133,2024-10-16,16
Product_7733,Groceries,1107.28,348,2024-12-15,21
Product_7734,Sports,799.49,494,2024-12-04,12
Product_7735,Furniture,4281.75,410,2024-04-16,20
Product_7736,Groceries,2250.5,426,2024-12-06,3
Product_7737,Electronics,3920.12,346,2024-05-17,8
Product_7738,Sports,4799.88,290,2024-06-16,10
Product_7739,Clothing,2744.42,168,2024-02-18,22
Product_7740,Groceries,1538.36,256,2024-09-26,3
Product_7741,Groceries,3981.44,67,2024-07-13,13
Product_7742,Sports,4658.17,223,2024-03-30,19
Product_7743,Furniture,1263.49,111,2024-08-17,22
Product_7744,Furniture,3457.31,350,2024-06-17,12
Product_7745,Furniture,3913.89,4,2024-04-13,3
Product_7746,Clothing,181.48,48,2024-11-16,21
Product_7747,Sports,2981.73,169,2024-06-26,14
Product_7748,Sports,3184.17,322,2024-09-20,18
Product_7749,Furniture,3200.88,396,2024-07-10,17
Product_7750,Furniture,466.33,177,2024-10-09,8
Product_7751,Electronics,157.36,12,2024-01-18,3
Product_7752,Electronics,1503.78,188,2024-05-17,9
Product_7753,Groceries,1821.27,277,2024-04-26,21
Product_7754,Groceries,765.89,303,2024-07-29,5
Product_7755,Sports,2572.45,468,2024-05-25,3
Product_7756,Sports,1176.35,18,2024-04-24,17
Product_7757,Clothing,1720.78,334,2024-12-16,7
Product_7758,Clothing,1499.48,46,2024-09-11,7
Product_7759,Electronics,3871.56,207,2024-07-13,16
Product_7760,Groceries,4391.52,437,2024-12-30,5
Product_7761,Electronics,1527.44,69,2024-04-21,19
Product_7762,Electronics,1914.41,277,2024-05-27,18
Product_7763,Groceries,4085.6,80,2024-10-26,12
Product_7764,Clothing,3807.54,491,2024-01-20,10
Product_7765,Groceries,3558.53,44,2024-10-12,17
Product_7766,Furniture,3553.89,452,2024-10-16,16
Product_7767,Furniture,1521.04,263,2024-11-15,13
Product_7768,Furniture,4685.82,120,2024-05-04,10
Product_7769,Sports,4055.51,352,2024-05-07,24
Product_7770,Clothing,1099.06,110,2024-04-04,9
Product_7771,Clothing,3327.65,182,2024-10-28,4
Product_7772,Sports,816.72,114,2024-05-15,8
Product_7773,Electronics,2909.29,385,2024-01-02,13
Product_7774,Furniture,1481.03,466,2024-06-02,7
Product_7775,Furniture,570.97,184,2024-01-07,14
Product_7776,Electronics,3035.72,116,2024-05-29,14
Product_7777,Groceries,4427.27,196,2024-10-14,2
Product_7778,Groceries,746.52,197,2024-06-14,14
Product_7779,Clothing,4500.37,372,2024-04-07,3
Product_7780,Sports,682.68,35,2024-05-09,3
Product_7781,Clothing,3722.29,339,2024-06-17,5
Product_7782,Groceries,4948.51,169,2024-07-04,3
Product_7783,Electronics,513.72,86,2024-04-30,23
Product_7784,Clothing,1102.72,321,2024-11-30,3
Product_7785,Furniture,2344.6,84,2024-10-09,14
Product_7786,Furniture,3701.11,54,2024-06-02,23
Product_7787,Electronics,4494.64,273,2024-02-25,19
Product_7788,Groceries,3659.09,329,2024-01-10,21
Product_7789,Furniture,3867.54,476,2024-08-29,19
Product_7790,Furniture,2288.07,480,2024-02-06,19
Product_7791,Sports,1811.29,456,2024-03-10,19
Product_7792,Clothing,2563.43,278,2024-08-12,7
Product_7793,Groceries,3265.15,339,2024-06-26,1
Product_7794,Clothing,2536.59,35,2024-03-09,16
Product_7795,Groceries,3962.13,490,2024-04-17,21
Product_7796,Furniture,827.52,338,2024-10-12,24
Product_7797,Sports,2011.13,437,2024-01-05,11
Product_7798,Clothing,379.22,8,2024-09-20,6
Product_7799,Furniture,3373.62,107,2024-05-06,24
Product_7800,Groceries,3797.31,487,2024-08-02,5
Product_7801,Clothing,3353.56,233,2024-09-18,2
Product_7802,Clothing,4778.02,46,2024-02-02,16
Product_7803,Furniture,4664.11,224,2024-02-05,4
Product_7804,Clothing,1388.56,451,2024-01-27,12
Product_7805,Sports,1253.71,207,2024-01-30,23
Product_7806,Sports,175.35,79,2024-01-13,20
Product_7807,Furniture,2537.71,387,2024-06-26,18
Product_7808,Groceries,4312.54,303,2024-03-10,24
Product_7809,Furniture,829.66,404,2024-06-27,15
Product_7810,Sports,2987.23,231,2024-09-08,8
Product_7811,Electronics,3615.81,222,2024-09-13,20
Product_7812,Electronics,1870.05,50,2024-12-01,24
Product_7813,Clothing,3529.58,88,2024-12-23,5
Product_7814,Clothing,4194.72,208,2024-12-15,17
Product_7815,Electronics,102.02,9,2024-03-23,10
Product_7816,Sports,3689.38,99,2024-07-23,21
Product_7817,Clothing,3019.2,438,2024-12-07,18
Product_7818,Furniture,4231.94,162,2024-11-12,7
Product_7819,Furniture,736.1,326,2024-12-10,9
Product_7820,Sports,4045.15,270,2024-05-02,17
Product_7821,Clothing,748.84,138,2024-03-19,7
Product_7822,Furniture,2945.17,289,2024-02-16,9
Product_7823,Clothing,1390.88,9,2024-10-20,11
Product_7824,Clothing,1238.04,323,2024-06-25,5
Product_7825,Furniture,2518.76,391,2024-12-29,5
Product_7826,Electronics,3798.78,272,2024-03-28,18
Product_7827,Furniture,3243.85,368,2024-03-20,4
Product_7828,Sports,4943.38,476,2024-03-15,4
Product_7829,Groceries,639.35,158,2024-01-28,24
Product_7830,Furniture,3622.71,288,2024-08-31,9
Product_7831,Clothing,324.58,409,2024-06-14,17
Product_7832,Clothing,1819.39,248,2024-11-19,21
Product_7833,Furniture,1750.33,242,2024-12-20,20
Product_7834,Groceries,1318.26,445,2024-04-05,15
Product_7835,Furniture,2685.39,261,2024-01-23,18
Product_7836,Groceries,1255.99,187,2024-08-29,17
Product_7837,Groceries,1869.48,495,2024-11-28,16
Product_7838,Sports,4304.5,148,2024-03-05,24
Product_7839,Clothing,1652.4,328,2024-09-02,11
Product_7840,Clothing,4930.5,252,2024-03-04,6
Product_7841,Groceries,1416.42,60,2024-07-26,13
Product_7842,Clothing,4519.87,313,2024-05-31,16
Product_7843,Electronics,2184.81,272,2024-03-11,3
Product_7844,Groceries,4542.27,231,2024-12-11,18
Product_7845,Clothing,2162.62,135,2024-02-24,2
Product_7846,Electronics,3863.28,450,2024-09-24,8
Product_7847,Sports,2029.99,123,2024-10-28,6
Product_7848,Clothing,3123.47,135,2024-06-23,6
Product_7849,Electronics,304.87,88,2024-12-16,13
Product_7850,Furniture,3015.05,217,2024-04-10,7
Product_7851,Furniture,1613.95,96,2024-05-29,18
Product_7852,Electronics,4981.62,385,2024-04-13,22
Product_7853,Groceries,4062.58,97,2024-06-02,3
Product_7854,Groceries,443.89,98,2024-01-31,4
Product_7855,Clothing,1031.43,70,2024-04-02,6
Product_7856,Furniture,3099.57,89,2024-10-04,17
Product_7857,Groceries,1537.12,84,2024-06-08,21
Product_7858,Groceries,1103.87,162,2024-09-08,6
Product_7859,Furniture,1810.69,253,2024-11-01,8
Product_7860,Sports,575.72,100,2024-07-13,17
Product_7861,Groceries,2794.64,239,2024-04-11,8
Product_7862,Electronics,1450.89,458,2024-04-03,2
Product_7863,Clothing,4341.7,454,2024-09-09,12
Product_7864,Groceries,212.13,163,2024-04-11,1
Product_7865,Groceries,1787.16,118,2024-02-17,11
Product_7866,Sports,2770.52,333,2024-08-12,21
Product_7867,Electronics,1214.06,386,2024-02-25,24
Product_7868,Clothing,333.89,30,2024-06-07,6
Product_7869,Groceries,408.66,332,2024-06-20,16
Product_7870,Clothing,838.65,265,2024-02-26,10
Product_7871,Furniture,1395.86,305,2024-05-11,4
Product_7872,Groceries,3543.39,161,2024-02-12,18
Product_7873,Groceries,2399.49,122,2024-06-28,24
Product_7874,Furniture,212.98,178,2024-08-19,16
Product_7875,Sports,817.41,151,2024-11-14,23
Product_7876,Groceries,1871.23,163,2024-03-09,9
Product_7877,Clothing,2127.88,227,2024-03-03,24
Product_7878,Electronics,362.57,141,2024-12-28,23
Product_7879,Clothing,649.24,446,2024-02-16,16
Product_7880,Sports,1347.85,245,2024-07-22,11
Product_7881,Electronics,4191.44,358,2024-06-28,22
Product_7882,Clothing,1085.54,218,2024-10-17,11
Product_7883,Clothing,1172.63,160,2024-01-20,21
Product_7884,Furniture,2497.9,437,2024-04-22,5
Product_7885,Sports,4462.77,293,2024-07-08,22
Product_7886,Furniture,2664.53,194,2024-06-05,3
Product_7887,Electronics,442.82,410,2024-03-20,18
Product_7888,Furniture,972.87,99,2024-04-12,23
Product_7889,Sports,4286.21,31,2024-05-24,3
Product_7890,Groceries,4389.95,155,2024-10-12,3
Product_7891,Groceries,3987.49,142,2024-07-17,21
Product_7892,Electronics,2732.08,348,2024-11-27,16
Product_7893,Groceries,2223.8,373,2024-11-30,22
Product_7894,Furniture,1377.7,464,2024-01-10,18
Product_7895,Electronics,2761.58,9,2024-04-16,22
Product_7896,Sports,3429.96,235,2024-02-08,14
Product_7897,Electronics,3016.31,144,2024-03-19,10
Product_7898,Electronics,1166.51,344,2024-11-13,16
Product_7899,Clothing,4520.37,423,2024-09-23,20
Product_7900,Clothing,1982.65,172,2024-07-23,3
Product_7901,Electronics,4430.22,302,2024-04-07,5
Product_7902,Groceries,2017.37,317,2024-04-13,19
Product_7903,Clothing,240.35,9,2024-04-06,20
Product_7904,Sports,3702.87,188,2024-11-22,20
Product_7905,Furniture,4604.69,304,2024-06-24,18
Product_7906,Clothing,1311.06,253,2024-10-24,23
Product_7907,Electronics,2735.29,335,2024-10-07,6
Product_7908,Groceries,4047.71,196,2024-02-14,12
Product_7909,Furniture,1639.37,103,2024-01-27,6
Product_7910,Clothing,1466.57,185,2024-07-10,18
Product_7911,Groceries,2084.77,186,2024-05-10,12
Product_7912,Groceries,2775.35,349,2024-05-24,15
Product_7913,Groceries,2785.04,287,2024-07-28,5
Product_7914,Electronics,2457.46,145,2024-06-26,6
Product_7915,Sports,4110.68,60,2024-03-13,24
Product_7916,Groceries,806.95,75,2024-08-21,5
Product_7917,Furniture,471.55,346,2024-10-11,15
Product_7918,Clothing,884.38,108,2024-02-09,9
Product_7919,Furniture,3534.82,411,2024-08-21,21
Product_7920,Electronics,768.96,275,2024-05-13,17
Product_7921,Electronics,1647.99,159,2024-10-01,23
Product_7922,Furniture,4404.42,53,2024-06-10,23
Product_7923,Sports,744.13,235,2024-03-03,16
Product_7924,Electronics,2664.46,214,2024-08-15,13
Product_7925,Electronics,2554.9,258,2024-09-05,13
Product_7926,Furniture,218.53,130,2024-07-01,19
Product_7927,Electronics,621.3,466,2024-08-01,4
Product_7928,Sports,4754.44,489,2024-08-31,12
Product_7929,Sports,4807.08,486,2024-07-14,10
Product_7930,Sports,4379.56,208,2024-07-07,23
Product_7931,Clothing,2187.71,159,2024-11-24,4
Product_7932,Sports,2985.06,478,2024-10-25,1
Product_7933,Sports,4129.55,365,2024-09-21,1
Product_7934,Clothing,3396.92,440,2024-03-11,6
Product_7935,Groceries,4480.91,120,2024-03-10,7
Product_7936,Electronics,1612.92,392,2024-10-20,20
Product_7937,Sports,3139.54,482,2024-06-18,17
Product_7938,Electronics,2856.84,80,2024-08-03,9
Product_7939,Furniture,4923.74,250,2024-07-25,5
Product_7940,Electronics,4396.48,15,2024-03-04,23
Product_7941,Clothing,867.7,231,2024-05-09,10
Product_7942,Electronics,341.52,207,2024-10-28,17
Product_7943,Electronics,2259.69,341,2024-11-17,5
Product_7944,Electronics,2750.3,156,2024-08-04,7
Product_7945,Groceries,3959.84,458,2024-09-22,14
Product_7946,Groceries,840.65,393,2024-07-23,10
Product_7947,Furniture,4603.64,48,2024-03-08,9
Product_7948,Clothing,2879.35,226,2024-01-10,18
Product_7949,Electronics,4221.6,196,2024-12-27,7
Product_7950,Electronics,4190.56,382,2024-07-26,12
Product_7951,Electronics,4761.73,491,2024-02-04,12
Product_7952,Electronics,3310.74,271,2024-06-11,10
Product_7953,Groceries,3929.93,140,2024-01-28,10
Product_7954,Furniture,4111.61,134,2024-04-07,17
Product_7955,Sports,2367.18,408,2024-10-14,18
Product_7956,Clothing,2189.79,353,2024-01-14,17
Product_7957,Electronics,4735.75,498,2024-01-06,21
Product_7958,Furniture,381.51,151,2024-01-20,22
Product_7959,Sports,4767.07,498,2024-02-01,13
Product_7960,Furniture,2913.49,435,2024-09-28,11
Product_7961,Groceries,1508.67,305,2024-06-21,11
Product_7962,Sports,2808.15,130,2024-08-03,15
Product_7963,Furniture,3207.07,322,2024-08-07,24
Product_7964,Groceries,598.39,34,2024-04-15,12
Product_7965,Furniture,3366.13,291,2024-07-10,13
Product_7966,Furniture,4517.77,491,2024-03-16,6
Product_7967,Sports,4857.91,245,2024-05-16,5
Product_7968,Groceries,3018.95,243,2024-08-25,16
Product_7969,Electronics,1668.87,84,2024-10-23,16
Product_7970,Clothing,2839.19,110,2024-06-20,14
Product_7971,Sports,64.1,306,2024-04-02,23
Product_7972,Groceries,4600.23,253,2024-02-25,6
Product_7973,Furniture,3933.96,288,2024-07-03,21
Product_7974,Groceries,873.88,438,2024-04-11,6
Product_7975,Clothing,3066.37,150,2024-05-08,10
Product_7976,Clothing,151.98,420,2024-02-03,23
Product_7977,Electronics,1119.41,82,2024-09-16,23
Product_7978,Electronics,891.56,469,2024-10-07,6
Product_7979,Clothing,822.94,178,2024-11-26,2
Product_7980,Sports,2782.9,267,2024-10-17,15
Product_7981,Sports,4823.91,225,2024-04-15,3
Product_7982,Furniture,695.17,428,2024-01-12,9
Product_7983,Electronics,4370.44,109,2024-06-07,18
Product_7984,Furniture,457.17,462,2024-04-29,18
Product_7985,Electronics,460.07,331,2024-12-10,23
Product_7986,Clothing,3158.98,45,2024-05-10,19
Product_7987,Sports,2893.8,460,2024-08-13,24
Product_7988,Sports,1753.93,434,2024-06-16,1
Product_7989,Clothing,2690.27,163,2024-11-10,10
Product_7990,Furniture,3786.84,279,2024-03-01,19
Product_7991,Furniture,3877.81,325,2024-07-03,21
Product_7992,Groceries,109.33,370,2024-08-20,18
Product_7993,Electronics,436.51,149,2024-03-18,11
Product_7994,Furniture,66.98,356,2024-10-09,9
Product_7995,Clothing,127.43,376,2024-10-20,2
Product_7996,Furniture,4206.21,332,2024-03-08,18
Product_7997,Sports,463.59,330,2024-04-09,23
Product_7998,Electronics,3569.48,191,2024-04-25,2
Product_7999,Groceries,4901.16,304,2024-10-16,8
Product_8000,Electronics,4113.5,158,2024-08-23,17
Product_8001,Sports,378.66,119,2024-02-02,11
Product_8002,Sports,4474.7,229,2024-04-02,6
Product_8003,Sports,4792.93,106,2024-11-15,1
Product_8004,Sports,3546.55,442,2024-01-23,11
Product_8005,Clothing,3100.74,163,2024-12-07,19
Product_8006,Groceries,3028.89,338,2024-11-22,18
Product_8007,Sports,4110.25,97,2024-01-14,22
Product_8008,Sports,2789.59,216,2024-10-20,18
Product_8009,Furniture,1702.2,186,2024-06-24,12
Product_8010,Groceries,4853.65,86,2024-03-09,2
Product_8011,Electronics,289.87,457,2024-07-08,11
Product_8012,Groceries,3343.47,400,2024-01-09,7
Product_8013,Groceries,2948.85,90,2024-05-03,16
Product_8014,Groceries,3213.79,454,2024-03-26,20
Product_8015,Sports,3228.92,475,2024-01-02,5
Product_8016,Sports,661.47,374,2024-08-03,9
Product_8017,Clothing,710.88,112,2024-01-05,5
Product_8018,Electronics,383.49,58,2024-02-25,16
Product_8019,Furniture,4694.99,141,2024-04-21,22
Product_8020,Groceries,3069.02,14,2024-03-26,16
Product_8021,Electronics,431.69,344,2024-07-30,17
Product_8022,Electronics,2196.6,67,2024-12-17,13
Product_8023,Clothing,1828.65,408,2024-05-17,2
Product_8024,Furniture,783.61,77,2024-08-12,7
Product_8025,Groceries,4118.99,425,2024-01-31,23
Product_8026,Furniture,3889.25,236,2024-04-21,17
Product_8027,Clothing,2347.17,235,2024-06-06,2
Product_8028,Sports,2636.22,136,2024-09-22,18
Product_8029,Electronics,2210.33,272,2024-10-08,18
Product_8030,Groceries,2777.55,158,2024-12-28,10
Product_8031,Sports,3676.19,17,2024-04-14,18
Product_8032,Clothing,4386.05,270,2024-05-05,19
Product_8033,Furniture,2981.98,416,2024-02-10,22
Product_8034,Electronics,672.7,333,2024-02-04,10
Product_8035,Groceries,3871.67,120,2024-07-09,8
Product_8036,Sports,1892.78,293,2024-07-22,15
Product_8037,Sports,3167.9,197,2024-09-21,5
Product_8038,Electronics,1033.02,153,2024-06-05,19
Product_8039,Furniture,858.88,479,2024-01-04,5
Product_8040,Clothing,310.74,55,2024-03-06,5
Product_8041,Furniture,1606.56,146,2024-11-21,21
Product_8042,Furniture,3005.86,406,2024-08-21,3
Product_8043,Furniture,1627.94,380,2024-02-27,21
Product_8044,Electronics,1242.35,177,2024-06-29,16
Product_8045,Electronics,4974.58,25,2024-08-31,8
Product_8046,Clothing,4994.27,105,2024-02-03,16
Product_8047,Furniture,3044.49,202,2024-06-01,19
Product_8048,Electronics,1651.78,76,2024-02-29,21
Product_8049,Clothing,4315.06,468,2024-07-13,14
Product_8050,Clothing,3697.11,176,2024-01-10,18
Product_8051,Furniture,3098.89,169,2024-08-27,2
Product_8052,Groceries,4545.86,150,2024-08-08,4
Product_8053,Furniture,2254.3,354,2024-06-03,12
Product_8054,Groceries,1314.51,93,2024-10-23,23
Product_8055,Clothing,4836.87,55,2024-12-07,18
Product_8056,Electronics,4308.21,434,2024-01-30,24
Product_8057,Sports,4564.72,38,2024-07-11,4
Product_8058,Clothing,4595.12,14,2024-06-12,20
Product_8059,Electronics,1943.93,194,2024-04-09,8
Product_8060,Clothing,4311.0,71,2024-03-15,12
Product_8061,Furniture,4451.93,297,2024-07-27,8
Product_8062,Groceries,2760.55,371,2024-02-13,5
Product_8063,Clothing,3145.03,499,2024-10-18,23
Product_8064,Electronics,2908.61,47,2024-07-03,24
Product_8065,Furniture,129.34,174,2024-07-21,1
Product_8066,Sports,2700.89,45,2024-03-05,16
Product_8067,Furniture,237.29,41,2024-11-08,6
Product_8068,Groceries,2282.82,293,2024-03-03,6
Product_8069,Furniture,276.15,176,2024-05-21,8
Product_8070,Sports,2304.02,117,2024-03-04,6
Product_8071,Electronics,1558.51,454,2024-12-23,11
Product_8072,Clothing,3880.93,342,2024-07-10,12
Product_8073,Groceries,2421.55,53,2024-06-28,10
Product_8074,Sports,2584.87,304,2024-12-02,2
Product_8075,Groceries,4523.25,226,2024-02-25,15
Product_8076,Furniture,2437.38,146,2024-11-06,7
Product_8077,Groceries,824.04,258,2024-08-07,4
Product_8078,Sports,607.26,298,2024-11-14,17
Product_8079,Clothing,1563.82,74,2024-07-26,5
Product_8080,Clothing,1363.62,104,2024-04-14,13
Product_8081,Groceries,4101.55,83,2024-09-02,7
Product_8082,Electronics,3806.47,376,2024-01-16,24
Product_8083,Groceries,340.19,300,2024-07-05,1
Product_8084,Furniture,1044.95,289,2024-10-15,5
Product_8085,Clothing,2271.69,425,2024-08-20,5
Product_8086,Clothing,481.63,84,2024-07-27,4
Product_8087,Clothing,872.78,498,2024-04-24,3
Product_8088,Electronics,4546.8,80,2024-12-16,20
Product_8089,Electronics,2728.92,350,2024-04-16,5
Product_8090,Sports,3993.4,182,2024-02-11,12
Product_8091,Groceries,1686.22,93,2024-05-14,12
Product_8092,Groceries,1905.21,79,2024-06-12,19
Product_8093,Furniture,4298.84,163,2024-04-01,9
Product_8094,Clothing,3303.05,164,2024-04-25,11
Product_8095,Electronics,3407.99,189,2024-01-17,19
Product_8096,Furniture,3212.76,263,2024-03-17,15
Product_8097,Furniture,2728.61,407,2024-10-06,6
Product_8098,Electronics,4956.09,88,2024-06-03,7
Product_8099,Groceries,4476.33,264,2024-03-13,6
Product_8100,Clothing,3568.97,21,2024-05-20,10
Product_8101,Groceries,3406.88,248,2024-01-20,7
Product_8102,Furniture,467.11,166,2024-03-11,10
Product_8103,Clothing,2451.66,159,2024-07-18,8
Product_8104,Sports,2505.23,168,2024-08-15,13
Product_8105,Furniture,307.1,200,2024-10-15,16
Product_8106,Groceries,3790.23,45,2024-03-03,21
Product_8107,Groceries,59.73,97,2024-03-18,10
Product_8108,Groceries,2154.78,18,2024-07-26,2
Product_8109,Electronics,4521.09,148,2024-02-17,6
Product_8110,Furniture,1734.78,359,2024-10-06,21
Product_8111,Clothing,2934.1,378,2024-06-07,3
Product_8112,Groceries,1574.38,154,2024-05-14,9
Product_8113,Groceries,935.96,90,2024-09-27,24
Product_8114,Electronics,3663.59,85,2024-09-13,22
Product_8115,Clothing,1062.62,132,2024-03-08,9
Product_8116,Furniture,407.36,10,2024-01-09,9
Product_8117,Sports,2203.89,168,2024-06-24,16
Product_8118,Electronics,3558.94,418,2024-08-25,15
Product_8119,Furniture,2921.03,339,2024-08-09,4
Product_8120,Sports,1259.8,125,2024-07-21,20
Product_8121,Groceries,4097.88,131,2024-02-27,6
Product_8122,Groceries,530.61,150,2024-11-10,22
Product_8123,Clothing,3368.07,208,2024-08-01,7
Product_8124,Sports,3053.06,3,2024-03-15,9
Product_8125,Groceries,4499.66,431,2024-11-09,18
Product_8126,Groceries,2658.29,27,2024-03-07,17
Product_8127,Clothing,4103.97,393,2024-11-23,22
Product_8128,Furniture,1115.71,10,2024-12-13,13
Product_8129,Groceries,2749.31,454,2024-06-20,3
Product_8130,Electronics,2686.51,128,2024-12-14,9
Product_8131,Electronics,1511.89,161,2024-02-24,14
Product_8132,Furniture,75.18,96,2024-12-04,6
Product_8133,Sports,3734.04,33,2024-10-03,6
Product_8134,Clothing,2013.53,55,2024-12-24,24
Product_8135,Electronics,1535.46,61,2024-04-11,23
Product_8136,Electronics,1010.75,255,2024-12-29,18
Product_8137,Furniture,4266.0,336,2024-08-15,19
Product_8138,Sports,1702.69,104,2024-06-15,19
Product_8139,Sports,1059.56,35,2024-03-29,2
Product_8140,Furniture,2641.11,148,2024-09-27,8
Product_8141,Electronics,3920.16,283,2024-03-07,8
Product_8142,Clothing,3032.2,399,2024-06-04,18
Product_8143,Electronics,4802.96,463,2024-07-21,12
Product_8144,Sports,4786.01,121,2024-09-10,8
Product_8145,Electronics,4516.74,442,2024-11-27,15
Product_8146,Clothing,2847.51,121,2024-06-08,5
Product_8147,Groceries,3852.94,155,2024-12-17,13
Product_8148,Electronics,1478.09,490,2024-08-05,15
Product_8149,Furniture,2898.04,427,2024-11-09,9
Product_8150,Groceries,379.15,284,2024-08-27,12
Product_8151,Furniture,1353.99,257,2024-03-27,1
Product_8152,Furniture,1660.44,123,2024-08-11,12
Product_8153,Furniture,1838.15,399,2024-02-25,8
Product_8154,Electronics,847.03,176,2024-08-17,19
Product_8155,Sports,462.16,82,2024-03-06,1
Product_8156,Groceries,2912.94,104,2024-08-25,4
Product_8157,Clothing,2482.05,54,2024-04-27,24
Product_8158,Sports,2943.44,218,2024-02-28,20
Product_8159,Electronics,690.06,486,2024-01-06,7
Product_8160,Furniture,4741.07,257,2024-10-13,14
Product_8161,Clothing,2096.1,337,2024-06-01,8
Product_8162,Groceries,2274.89,214,2024-02-08,14
Product_8163,Sports,2757.48,139,2024-12-12,10
Product_8164,Sports,3466.13,441,2024-02-27,2
Product_8165,Clothing,1955.05,25,2024-04-29,2
Product_8166,Electronics,758.59,305,2024-08-12,9
Product_8167,Groceries,3926.45,29,2024-12-23,24
Product_8168,Clothing,1339.76,141,2024-10-21,21
Product_8169,Furniture,2242.19,14,2024-08-06,19
Product_8170,Groceries,3180.03,192,2024-09-12,21
Product_8171,Sports,4828.56,272,2024-01-23,2
Product_8172,Clothing,216.25,327,2024-07-21,10
Product_8173,Sports,2618.4,94,2024-07-29,7
Product_8174,Sports,4683.81,345,2024-02-08,12
Product_8175,Sports,1312.98,50,2024-05-27,16
Product_8176,Electronics,605.88,209,2024-06-16,19
Product_8177,Sports,3004.36,114,2024-02-22,23
Product_8178,Furniture,803.36,13,2024-09-23,16
Product_8179,Furniture,4400.41,203,2024-02-29,12
Product_8180,Groceries,3629.7,436,2024-09-20,20
Product_8181,Sports,649.07,304,2024-09-01,13
Product_8182,Sports,2908.37,432,2024-04-09,19
Product_8183,Clothing,184.22,307,2024-04-30,5
Product_8184,Electronics,4233.59,301,2024-05-08,14
Product_8185,Groceries,1066.92,325,2024-04-19,20
Product_8186,Sports,3672.49,438,2024-08-11,11
Product_8187,Clothing,576.3,115,2024-12-12,8
Product_8188,Electronics,2388.5,306,2024-03-13,4
Product_8189,Groceries,4649.69,112,2024-07-17,14
Product_8190,Groceries,418.67,20,2024-08-25,4
Product_8191,Sports,1512.09,85,2024-11-21,9
Product_8192,Groceries,3924.0,465,2024-07-27,23
Product_8193,Clothing,2343.65,268,2024-10-23,17
Product_8194,Groceries,3269.0,166,2024-10-27,19
Product_8195,Furniture,4069.44,129,2024-06-26,12
Product_8196,Clothing,3931.05,215,2024-01-26,13
Product_8197,Electronics,2007.1,480,2024-03-13,13
Product_8198,Electronics,2181.59,340,2024-04-05,5
Product_8199,Sports,2877.04,154,2024-07-30,15
Product_8200,Sports,657.66,355,2024-09-27,1
Product_8201,Furniture,4354.14,230,2024-11-12,15
Product_8202,Electronics,512.75,82,2024-12-20,4
Product_8203,Electronics,964.83,382,2024-07-26,24
Product_8204,Electronics,4726.76,400,2024-10-28,22
Product_8205,Electronics,1445.1,43,2024-07-05,7
Product_8206,Groceries,1258.87,83,2024-06-28,5
Product_8207,Clothing,2155.47,280,2024-12-28,19
Product_8208,Clothing,3635.21,463,2024-05-04,12
Product_8209,Furniture,1862.8,93,2024-09-06,11
Product_8210,Groceries,4379.89,161,2024-02-15,8
Product_8211,Electronics,789.34,376,2024-07-19,1
Product_8212,Electronics,633.82,38,2024-05-08,24
Product_8213,Sports,433.13,237,2024-12-04,1
Product_8214,Sports,1526.87,114,2024-07-23,19
Product_8215,Furniture,1037.81,84,2024-09-23,9
Product_8216,Electronics,2333.58,396,2024-10-29,11
Product_8217,Furniture,4978.72,0,2024-01-04,15
Product_8218,Groceries,4349.28,137,2024-10-22,24
Product_8219,Clothing,4480.07,202,2024-10-05,10
Product_8220,Electronics,4162.16,63,2024-11-20,5
Product_8221,Groceries,1394.97,228,2024-08-14,23
Product_8222,Electronics,1170.31,360,2024-12-08,3
Product_8223,Sports,3673.95,160,2024-05-22,6
Product_8224,Furniture,3014.88,17,2024-01-05,5
Product_8225,Sports,1070.31,177,2024-01-06,23
Product_8226,Clothing,4838.33,474,2024-09-10,11
Product_8227,Sports,2149.85,342,2024-01-14,9
